target_id,maxF,medianF,meanF,minF,maxSU,medianSU,meanSU,minSU
https://twitter.com/bobplaisted,0.6666666666666666,0.0,1.0064197707054845,0,0.6666666666666666,0.3333333333333333,3.2698412698412715,0
https://twitter.com/FrankandOak,0.46063454759106925,0.03854625550660793,0.9242373275723537,0,0.5294731351069379,0.3341158059467919,3.1987853044191055,0
https://twitter.com/redmondmusic,0,0.0,0.0,0,0,0.0,0.0,0
https://twitter.com/KentGuinn4Mayor,0.8200312989045383,0.2769230769230769,3.683257868483405,0,0.8082851637764933,0.4104046242774566,5.311244150839529,0.3333333333333333
https://twitter.com/BobStovall,0.5,0.07228915662650602,1.1277103470977363,0,0.5555555555555555,0.3333333333333333,2.920634920634922,0
https://twitter.com/tonyg203,0.974910394265233,0.27262813522355506,2.580429605605435,0,0.9738095238095239,0.3333333333333333,3.700680272108848,0
https://twitter.com/BlossomCoffee,0.8409893992932862,0.3880070546737213,3.902900992722486,0,0.8391608391608392,0.4825174825174825,5.4330114330114325,0.3333333333333333
https://twitter.com/GandBcoffee,0.3235294117647059,0.06349206349206349,1.0892425022607806,0,0.4619883040935672,0.3333333333333333,3.7493734335839597,0.3333333333333333
https://twitter.com/sandrafriend,0.7,0.3529411764705882,3.0843661082476324,0,0.7000000000000001,0.3333333333333333,4.309523809523815,0.26666666666666666
https://twitter.com/evvnt,0.888888888888889,0.16666666666666669,2.3405768118648846,0,0.9166666666666666,0.3333333333333333,3.761904761904765,0
https://twitter.com/RonFunches,0.9504550050556116,0.653235464401564,5.464154221274669,0,0.9602510460251046,0.6576011157601116,6.591850966327951,0.3333333333333333
weighted_average,0.017977494078502295,0.008963030293404516,0.09513220299016993,0,0.017680631451123252,0.011114146933819066,0.11794301327088204,0.008330297510625377
micro_average,0.6812112093285687,0.3668555240793201,3.3039705017007996,0,0.6807528840315725,0.399271402550091,4.2085696938156,0.3332119004250152
https://twitter.com/urbren00,0.9576547231270358,0.5535714285714286,4.365171664038531,0,0.9548387096774192,0.5849462365591398,5.877572964669739,0.3333333333333333
https://twitter.com/AlexJoHamilton,1.0,0.2702702702702703,2.3255020798739996,0,1.0,0.3333333333333333,3.6190476190476226,0
https://twitter.com/CorbinSpeedway,0.8421052631578948,0.6190476190476191,4.564503755911043,0,0.8518518518518517,0.6296296296296297,5.829805996472658,0.3333333333333333
https://twitter.com/MissMarcel,0.9774436090225563,0.5333333333333334,4.993415411099504,0,0.9846153846153847,0.5743589743589744,6.350549450549446,0.3333333333333333
https://twitter.com/WCoffeeResearch,0.9753086419753086,0.06818181818181819,3.5963903598096474,0,0.9831223628691982,0.3333333333333333,5.531645569620253,0.3206751054852321
https://twitter.com/RobCaud,0.8749999999999999,0.22792207792207791,3.4734394465464224,0,0.888888888888889,0.37777777777777777,5.1595238095238125,0.32222222222222224
macro_average,0.663919507926727,0.3604881004580277,3.372678801882228,0,0.6121757794227223,0.36392361396249245,3.9455113509671187,0.31172500916560825
https://twitter.com/roryscovel,0.8156028368794326,0.7451669595782074,5.716215893110134,0,0.8302354399008675,0.7509293680297398,6.553903345724909,0.3333333333333333
https://twitter.com/BartowMcDonald,0.9090909090909091,0.0,2.6558367636098725,0,0.9333333333333332,0.3333333333333333,4.471428571428578,0.3333333333333333
https://twitter.com/danvillekyengr,1.0,0.0,2.768707482993197,0,1.0,0.3333333333333333,4.3809523809523885,0
